location,title,company,salary,summary
"Seattle, WA 98101 (Downtown area)",Predoctoral Research Fellow,        Seattle Children's Hospital,45850.0,"The fellow will be mentored by the program director, a computer scientist and developmental researcher, and involved in an active community of clinical and..."
"Seattle, WA",Sr. Global Device Manager,    All-In Analytics,162500.0,"Working with a team of Analysts, Software Developers, Data scientists, and Product Managers. Sr...."
"Boulder, CO","Head, Jerry Crail Johnson Earth Sciences & Map Library",        University of Colorado,65000.0,
"Phoenix, AZ","Clinical/Research Nurse, OB/GYN (Phoenix, AZ)",        The University of Arizona,70000.0,
"Minneapolis, MN",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Minneapolis, MN 55439",BI Architect / Data Architect / Data Scientist - blend | Con...,    RED SKY Consulting,120000.0,"Data Architect, BI Architect, Data Scientist, Data Architect, Data Scientist, BI Architect, business intelligence architect, ETL developers, marketing, Customer..."
"Saint Paul, MN",User Interface and Data Manager,    Monarch Joint Venture,58700.0,"Guidelines for data sharing, 2) recommendations for creating a centralized database that can meet national and tri-national needs for housing and sharing data,..."
"Minneapolis-Saint Paul, MN",Division Administrative Support-Oral and Maxillofacial Surge...,        University of Minnesota,43794.5,"Experience working with confidential data (student, health records or financial data). Manage faculty academic and professional calendars and manage conference..."
"Miami, FL",Machine Learning Engineer,        CTI Consulting,120000.0,"Experience applying machine learning techniques to noisy, uncertain and/or dynamic data sets. Design and implementation of machine learning software solutions..."
"Coral Gables, FL",Sr. Research Analyst / Pre-award Grants,        University of Miami,56000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Miami, FL",Associate Scientist / R&D Division,    Open Scientific,47500.0,Maintain familiarity with current scientific literature and trends. If you are extended a permanent offer the salary could range between $52K to $58K with...
"Coral Gables, FL",Research Associate 1,        University of Miami,46000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Coral Gables, FL",Sr. Research Analyst,        University of Miami,56000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Dania Beach, FL",Legal Research Analyst,        Liberty Settlement Funding,30000.0,"Liberty Settlement Funding, a rapidly growing financial service organization, is seeking applicants with an analytical bent for full-time entry level Legal"
"Coral Gables, FL",Research Analyst,        University of Miami,46000.0,Work directly with Principal Investigator and Executive Director of Clinical Research Services to create study specific budgets for all new clinical trials ...
"Coral Gables, FL",Research Analyst (Two open positions),        University of Miami,50000.0,"Experience with data warehousing and reporting tools, Basic Macro, PeopleSoft, ERP and OBIEE systems and/or developing database queries (e.g., SQL)...."
"Coral Gables, FL",Sr. Research Laboratory Technician,        University of Miami,46000.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Coral Gables, FL","Psychiatry- Assistant Scientist, SOM",        University of Miami,75400.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Miami, FL",QC Scientist,    Open Scientific,56500.0,
"Coral Gables, FL",Research Laboratory Technician,        University of Miami,38400.0,"UHealth-University of Miami Health System, South Florida's only university-based health system, provides leading-edge patient care powered by the ground..."
"Charlotte, NC",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Charlotte, NC 28277 (Piper Glen Estates area)",Data Scientist,"    Syntelli Solutions, Inc",120000.0,2+ years as Senior/Lead Data Scientist. Lead role in our very fast growing Data Science team from marketing analytics perspective....
"Charlotte, NC 28202 (Downtown Charlotte area)",Marketing Analytic Consultant,        Principle Solutions Group,105000.0,"Marketing Analyst, Data Scientist, Quantitative Analyst, SAS, R, CRM, SQL, market segmentation, data trends, visualization techniques, algorithm...."
"Charlotte, NC",Full Time Bioinformatics Software Developer,        UNC Charlotte,65000.0,"With a major NSF grant recently awarded, Pathview will be fully developed as a systematic solution for pathway based analytics and visualization...."
"Charlotte, NC",Analytics Manager (Machine Learning),"    Kennedy Unlimited Inc, Professional Staffing",135000.0,"Strong recent projects involving programming in SAS, R and Machine Learning algorithms. Fill Key job opening in Analytics Manager (Machine Learning)...."
"Charlotte, NC 28202 (Downtown Charlotte area)",Database Analyst,        Principle Solutions Group,70000.0,"Interest in Big Data Development, Data Analytics, Data Scientist. Our industry leading client is looking to build out a new Data and Analytics Solutions team..."
"Nashville, TN",Statistician,"    CES, LLC",66500.0,"Demonstrated experience and knowledge of health care information (health claims data specifically Medicare and Medicaid, ICD-9-CM codes, physician specialty..."
"Brentwood, TN","PhD Laboratory Director, Toxicology and Pharmacogenetics",    Lighthouse Recruiting,112500.0,This lab operation is looking to bring on a Lab Director to manage clinical toxicology and PGX. This is an ideal role for an experienced lab manager who is...
"Kansas City, MO 64111 (Valentine area)",Community Connections Projects Manager,        Cornerstones of Care,47500.0,Creating Community Solutions-KC (CCS-KC) brought more than 300 participants together at an action-planning session in 2013 where young adults said life-skills...
"Columbus, OH",Statistical Analyst,    National Career Group,65000.0,"Proficient in data analytics function, pivot tables, v-lookup formulas, and name manager functions. Participate in planning and execution of departmental..."
"Franklin County, OH",Assessment Research Analyst,    State of Ohio Jobs,65468.0,Collects data and analyzes data with statistical analysis software; Data resource allocation process; Is your strength data analysis?...
"Columbus, OH 43203 (Near East area)","Director, Data Analysis & Compliance",        Columbus Urban League,61000.0,"Process and monitor agency data reports to ensure the accuracy of agency outcomes. Director, Data Analysis & Compliance...."
"Columbus, OH",Data Scientist,    Harnham,130000.0,An opportunity for technical data scientists to join an innovative boutique consultancy to support the surge in demand of new data science projects on behalf of...
"Columbus, OH",Post Doctoral Researcher,        The Ohio State University,50250.0,"In a relevant field such as genetic epidemiology, statistical genetics, biostatistics or bioinformatics is required...."
"Franklin County, OH",Assessment Research Analyst,        State of Ohio,65468.0,Collects data and analyzes data with statistical analysis software; Data resource allocation process; Is your strength data analysis?...
"Columbus, OH",Director-00,        The Ohio State University,112500.0,"With 38 departments, 20+ world-class research centers, and more than 2,000 faculty and staff members, our students, undergraduate and graduate, have the unique..."
"Columbus, OH",Statistical Business Analyst,    National Career Group,65000.0,"Will also act as a liaison between engineering managers, senior managers, division directors, and department management in budget and business activities to..."
"New York, NY 10005 (Financial District area)",Real World Evidence Statistical Analyst,        Barrington James,110000.0,
"New York, NY",Data Scientist,        Smith Hanley Associates,90000.0,"Additional responsibilities will include data and text mining using large and complex data sets, both financial and non-financial related...."
"Manhattan, NY",Hydrologist,    DEPT OF PARKS & RECREATION,78000.0,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"New York, NY",Sr Data Scientist - NLP & CODING REQUIRED,    PMES,155000.0,"Data manipulation and analysis using SQL, noSQL, Java, C, SAS, and machine learning suites such as Mahout, Weka, and RapidMiner:...."
"Manhattan, NY","Panel Maintenance Analyst, World Trade Center Health Registr...",        DEPT OF HEALTH/MENTAL HYGIENE,65977.0,The World Trade Center Health Registry (WTCHR) was developed as a public health response to document and evaluate the physical and mental health impact of the...
"New York, NY",NLP Scientist-R&D,        WSI Nationwide,140000.0,"If you know someone who might qualify, Please don't call to ask if there any exceptions, there aren't), e-mail a Word or RTF resume with contact information,..."
"New York, NY","Manager, Client Strategy",    DemystData,92500.0,"Experience in data analytics, statistics, or R programming preferred. We are a collection of engineers, data scientists and industry experts...."
"New York, NY 10016 (Gramercy area)",Marketing Research Analyst/Consumer Insights Analyst,        The Forum Group,55000.0,"Involved in all aspects of project management life cycle including writing screeners, questionnaire design, developing tab and banner plans, testing survey..."
"Manhattan, NY",Field Scientist,    DEPT OF PARKS & RECREATION,62693.0,
"Paramus, NJ",Analytics Manager,        Smith Hanley Associates,140000.0,
"Manhattan, NY",Overdose Prevention Coordinator,        DEPT. OF HOMELESS SERVICES,83421.5,"Perform data collection and track and analyze naloxone distribution data and overdose reversal reports, create and manage reports, prepare quarterly Intranasal..."
"New York, NY",Manager - Predictive Modeling,        Oliver James Associates,170000.0,
"New York, NY 10010 (Gramercy area)",Innovative Ad-Tech Company Seeks a Senior Fullstack Javascri...,        Jobspring Partners,145000.0,"You’ll work closely with multiple Front End Engineers, a Data Scientist, a Backend Engineer, Interactive Designers, and an Art Director...."
"New York, NY",Equity Research Analyst,        Execu | Search,85000.0,"Evaluate current and long-term trends across several industries. Execute in-depth industry analysis using resources such as market data, economic news and..."
"New York, NY",Policy Analyst,    DEPT OF ENVIRONMENT PROTECTION,65977.0,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with..."
"Chicago, IL",Data Engineer,    Enodo Score,80000.0,"Working and communicating effectively with an interdisciplinary team of data scientists, software engineers and real estate industry experts...."
"Chicago, IL",Data Scientist,        Huxley Associates,100000.0,The Data Scientist will be involved with business critical projects and will be working with brand new technology while using machine learning techniques....
"Chicago, IL","Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,94100.0,"Participate in discussions with key stakeholders, such as Underwriting, and GS Analytics modeling team consisting of data scientists to support development of..."
"Chicago, IL",Data Scientist,        Jobspring Partners,130000.0,"The role will allow you take ownership of your work, and continuously learn from intelligent and hard-working data scientists...."
"Chicago, IL",Data Scientist -Fitness/Wellness Firm,    Hirewell,120000.0,"Expertise in text mining, NLP methods, information extraction and/or machine learning. Bring structure to large quantities of data - turn unstructured data into..."
"Chicago, IL","Data Scientist (Python, Spark, AWS)",        Workbridge Associates,92500.0,A digital marketing firm located in River North is looking for a Data Scientist to join their growing analytics team....
"Evanston, IL",Data Scientist,    Hirewell,150000.0,"Contribute to implementing our distributed data and analytics platform in an elastic fashion. Data skills, whether relating to data size, speed requirements,..."
"Chicago, IL","Lead Data Scientist (Tableau, RShiny, D3)",        Workbridge Associates,130000.0,"The ideal candidate will have a strong sense of predictive modeling or machine learning experience and has been hands on using Python, R, Hadoop, Spark, and..."
"Chicago, IL",Quantitative Analyst,    Huxley Banking & Financial Services,100000.0,"This Chicago based position is for an Investment Analyst with a focus on OTC Derivatives within the UMR Group, reporting to the VP of Quantitative Analytics...."
"Chicago, IL",Machine Learning Engineer,        Jobspring Partners,135000.0,"Currently, they are seeking a Machine Learning Engineer who has experience with Python, Computer Vision/Deep Learning, and ElasticSearch...."
"Chicago, IL",Quantitative Risk Analyst,    Huxley Banking & Financial Services,90000.0,"Strong technical skills in VBA, Python, and SQL. Do you love working on a variety of projects that involve complex modeling methods and exciting technology?..."
"Chicago, IL",Data Scientist (Machine Learning),        Workbridge Associates,130000.0,A fast growing data analytics consulting shop is looking expand the development team by adding a Data Scientist in their Chicago office....
"Chicago, IL 60603 (Loop area)",Lead Data Scientist,        Jobspring Partners,150000.0,Join one of America’s leaders in providing health benefits as a Lead Data Scientist. This opportunity will allow you to lead the development of Machine Learning...
"Chicago, IL",Lead Data Scientist (NLP),        Workbridge Associates,135000.0,"The ideal candidate will have strong machine learning, data mining, and natural language processing experience...."
"Chicago, IL",Open Source Geniuses,    Hirewell,120000.0,"As a Software Engineer, you will join our Chicago-based technology team, working collaboratively with other engineers, analysts, and data scientists to serve..."
"Chicago, IL 60603 (Loop area)",CTO,        Workbridge Associates,120000.0,A rare opportunity has opened up within Chicago’s machine learning market! Interest in Data Science is a huge plus....
"Chicago, IL",Research Analyst-Clearing House,    Huxley Banking & Financial Services,90000.0,"Research Analyst-Top Clearing House My client, a high end Clearing Firm is looking to hire a Research Analyst to join their team. The Research Analyst will"
"Chicago, IL",Lead Data Scientist,    Harnham,250000.0,"Their team of engineers, data scientists and domain experts employ advanced technologies to run computational analytics, build representational models and..."
"Chicago, IL",Research Analyst-Clearing House,        Huxley Associates,90000.0,
"Downers Grove, IL",Sr. Machine Learning Developer,    All-In Analytics,75000.0,
"Chicago, IL 60603 (Loop area)",Full Stack Developer,        Workbridge Associates,90000.0,A rare opportunity has opened up within Chicago’s machine learning market! Interest in Data Science is a huge plus....
"Chicago, IL","Predictive Modeling, Director",        Analytic Recruiting,125000.0,"Analytics, SAS, R, SPSS, Marketing Analytics, Modeling, Statistics, Predictive, marketing mix, media. Crafting the methodology, to data modeling using tools..."
"Chicago, IL",Environmental Soil Scientist,        Metropolitan Water Reclamation District of Greater...,95932.5,"Appointment is subject to successfully passing a physical examination, a drug test, and a criminal history background investigation...."
"Chicago, IL",Senior Statistical Analyst,        Smith Hanley Associates,85000.0,"Experience with web analytics tools such as Adobe Analytics, Google Analytics, WebTrends a plus. Experience in modeling, forecasting, segmentation and data..."
"Chicago, IL 60604 (Loop area)",Principal Machine Learning Engineer,        Jobspring Partners,160000.0,4+ years experience with data analytics. We are looking to bring on a Principal Data Scientist to join our growing data engineering team in the Loop....
"Rosemont, IL",Statistical Analyst,        Smith Hanley Associates,75000.0,Smith Hanley Associates is the premier recruiting agency serving the analytics and data science industry. Experience in R a plus....
"Chicago, IL",Study Based Research Position in the State of Road Island &...,    RASS BIOSOLUTION PVT LTD,60000.0,_ Research Scientist*. _ Pharma / Biotech / Clinical Research*. The candidate will have to compile the report and data on a real time basis to produce the...
"Chicago, IL",Senior Statistical Modeler,        Smith Hanley Associates,85000.0,Smith Hanley Associates is the premier recruiting agency serving the analytics and data science space. -Ability to manipulate complex data sets and communicate...
"San Francisco, CA",Jr. Customer Success Manager,    Smarking,55000.0,"As an early member of our team, you’ll work to serve as a trusted point of contact for Smarking customers, from the point of sale through on boarding, project..."
"San Francisco, CA",Sr. Customer Success Manager,    Smarking,80000.0,"Smarking is a group of driven data scientists, MIT PhDs, engineers, transportation nerds, and business professionals working to introduce elegant solutions to..."
"Santa Clara, CA","Principal Software Engineer, Data Science",    MatchPointe Group,125000.0,"Scientific Programming experience with Python – Numpy / Pandas / SciKitlearn / Matplotlib. Principal Software Engineer, Data Science...."
"Santa Clara, CA","Principle Scientist, Data Science, System integration",    MatchPointe Group,125000.0,"Principal Scientist, Data Science, System Integration. Develop a Bio-Physics understanding of the root mechanisms behind the data analysis...."
"San Jose, CA 95113 (Downtown area)",Senior Machine Learning Data Scientist,        Workbridge Associates,150000.0,Leading provider of mortgage software solutions has founded a new high-visibility Data Engineering & Machine Learning organization and is seeking Data...
"Mountain View, CA 94039",Senior Data Scientist,        Workbridge Associates,200000.0,"A fast paced startup in Mountain View is taking on social media marketing and looking for a Senior Data scientist to join their ranks, can pay up to $200k...."
"Mountain View, CA 94043",Big Data Engineer,        Jobspring Partners,170000.0,"Drawing on your depth of knowledge of the Hadoop ecosystem and data analytics you’ll be responsible for solving challenging real-life, customer use cases in..."
"San Jose, CA 95113 (Downtown area)",Machine Learning Engineer - Computer Vision,        Jobspring Partners,190000.0,"Experience with robotics, machine learning, visual recognition, UAVs a plus. Competitive salary, equity, paid time off, medical, dental and vision benefits,..."
"San Diego, CA 92122","Staff Product Manager, Compliance Testing – Consumer Electro...",        Tristaff Group,127500.0,"Principal Technical Product Manager, DRM, digital rights management, streaming video, media, game consoles, gaming, blueray, , open source, User Interface, ,..."
"Los Angeles, CA",Research Analyst - Legal,    Fawkes IDM,77500.0,"Performing legal, business and scientific reference and research using a variety of free and fee-based databases and websites...."
"Los Angeles, CA",scientist,    Liberos LLC,50000.0,"Screen/Store/Transmit psychophysiological data. Scientific publications, esp neuroscience journals. Experience applying psychophysiological sensors...."
"Los Angeles, CA",Computer Vision Data Scientist,    MACP Los Angeles,185000.0,We are looking for a Senior Data Scientist with experience applying state of the art machine learning algorithms to massive data sets.Some of the projects that...
"Los Angeles, CA","MEDICAL TECHNOLOGIST, DATA SYSTEMS",        Los Angeles County Department of Human Resources,88765.0,"Clinical Laboratory Scientist, Limited Clinical Laboratory Scientist, Clinical Microbiologist Scientist License, or Public Health Microbiologist Certificate..."
"Los Angeles, CA","RESEARCH ANALYST III, BEHAVIORAL SCIENCES",        Los Angeles County Department of Human Resources,79758.5,Until the needs of the service are met and is subject to closure without prior notice. DEPARTMENT OF HEALTH SERVICES....
"Los Angeles, CA",Principal Data Scientist,    Harnham,160000.0,Principal Data Scientist. YOUR ROLE AS PRINCIPAL DATA SCIENTIST. Initially the role holder will be an individual contributor but the position does have the...
"Northridge, CA 91324",Research Scientist,        Arete Associates,104500.0,"Sensor applications including EO/IR and radar, data analysis, signal processing, machine learning, algorithm development...."
"Los Angeles, CA",Data Entry & Analysis Specialist,    FullDeck,37500.0,"This person will work autonomously in a very collaborative team environment alongside Data Scientists, Engineers, and Media colleagues and will take complete..."
"Los Angeles, CA",Senior Backend Data Engineer,        LT,190000.0,Our data team consists of three data analysts and three data scientists. Develop highly scalable realtime data pipelines to power data driven products and...
"Los Angeles, CA",Java Engineer,        LT,190000.0,Our data team consists of three data analysts and three data scientists. Your insurance benefits are all top of the line including 100% employer paid health...
"Los Angeles, CA",Lead Android Developer,        LT,200000.0,Our data team consists of two data analysts and two data scientists. Your benefits are all top of the line including 100% employer paid health insurance with...
"Los Angeles, CA",Property and Casualty Predictive Modeler #74851,    Ezra Penland Actuarial Recruitment,160000.0,"Client prefers this data scientist to have 8 to 15 years of experience, approximately. Must have experience with advanced statistical analysis of insurance..."
"Pasadena, CA",LC/MS Clinical Laboratory Scientist,    Lighthouse Recruiting,95000.0,Established and expanding clinical toxicology laboratory seeking to add an experienced LC/MS Clinical Laboratory Scientist to their team....
"Los Angeles, CA",Ad Operations Manager,        LT,87500.0,"There is currently three Data Scientists. Data Science is using R, Hadoop, Spark, Python and more. Oversee daily reporting and regularly manage A/B tests,..."
"Santa Monica, CA",Data Scientist,    Workpop,80000.0,"As a data scientist on our fast-moving team, you will be involved in every aspect of growing Workpop as a data-oriented business...."
"Washington, DC",SVP Big Data and Analytics,    Harnham,250000.0,"Client Solutions, Predictive Analytics, Big Data, Marketing, Customer Insight, Optimization, ROI, Consultancy, SAS, SQL, Machine Learning, Solutions Architect,..."
"Washington, DC","Senior Software Engineer (Data Engineer, IoT)",        Jobspring Partners,135000.0,"IoT, Big Data, Java, Scala, Python, Analytics, Sensor, Machine Learning, Spark, Accumulo, Kafka, RabbitMQ, ETL, NoSQL, Storm, Data Scientist, Github...."
"Somerville, MA",Technical Data Analyst,    Sharp Action LLC,72500.0,Put data models (from data scientist) into production. Automate data scrubbing for machine learning model input....
"Boston, MA",Data Visualization Research Specialist,    Northeastern University - Network Science Institut...,50000.0,Must be able to contribute to an interdisciplinary research initiative using strong project management and communication skills working closely with its...
"Boston, MA",Machine Learning Engineer,        Darwin Recruitment,175000.0,"Apply machine learning, NLP and deep learning methods to huge data sets. Natural language processing, machine learning, machine vision, collaborative filtering,..."
"Boston, MA","Director II, Applied Science, Solaria Labs",        Liberty Mutual,163200.0,"Job Responsibilities Manage and develop a multi-disciplinary team of applied scientists. In parallel, advise 3-5 other Solaria Labs teams on how to use..."
"Boston, MA",Sr. Quantitative Analyst,        Huxley Associates,200000.0,"ClariFi, Excel, R, Matlab or SQL. The Analyst will focus on Equity research across a number of key initiatives and provide investment insights through the use..."
"Boston, MA",Quantitative Data Scientist,        Huxley Associates,175000.0,"Extensive experience (7+ years) with big data, analytics, machine learning, and modeling. Responsibilities of senior data scientist:...."
"Cambridge, MA","Scientific Director, Oncology/ RNA Diagnostics",    TEC Group International,175000.0,"Deep technical understanding of relevant technologies for sample extraction, target amplification, multiplex assay, qPCR, next generation sequencing detection..."
"Boston, MA",Machine Learning Engineer,        Workbridge Associates,125000.0,They also host machine learning seminars each week to allow for a collaborative and learning work environment....
"Boston, MA",Senior Data Scientist,        Huxley Associates,140000.0,A Global Insurance provider is looking for a Senior Data Scientist to join their growing Data Analytics group....
"Boston, MA 02116 (South End area)",Machine Learning Engineer,        Jobspring Partners,147500.0,Established software product company located on the North Shore of MA is diving in to the exciting world of Machine Learning....
"Cambridge, MA 02139 (Area IV area)",Senior Research Scientist,        Jobspring Partners,160000.0,"This team is looking for a lead, and two senior data scientists to jump start the deep learning techniques on their team...."
"Boston, MA","Data Scientist - Fintech startup, R, Python, big data",    The Bivium Group,140000.0,"Pattern recognition or machine learning• data mining, manipulation, analysis, charting and other visualization and reporting tools...."
"Marlborough, MA","NLP DATA SCIENTIST, HEALTHCARE ANALYTICS",    Harnham,120000.0,Data Scientist | Natural Language Processing | Statistical Methods | Predictive Analytics | Machine Learning | Advanced....
"Boston, MA",Sr. Data Architect,    All-In Analytics,190000.0,"The dashboards will be internationalized and used by our data associates, research scientists, and managers around the world...."
"Watertown, MA 02472",Entry Level Analytical Chemist,"    480 Biomedical, Inc.",50000.0,"We are a multi-disciplinary team of biologists, chemists, materials scientists, and engineers, working in close collaboration to understand the biology of..."
"Cambridge, MA 02139 (Area IV area)",Logistics Technician,        Abcam,38500.0,"Abcam Logistics is focused on providing the world’s best research tools to scientists everywhere, helping them achieve their mission, faster...."
"Boston, MA",SQL*Server Database Developer,"    Horizons Recruitment, Inc.",145000.0,We're looking for a software engineer with deep knowledge of the Microsoft platform and strong ETL development experience to join a small team of computer...
"Boston, MA",Market Research Analyst,    AP Staffing,36000.0,Ability to maintain attention to detail while accurately interpreting source data. Experience in a data driven or research based role using primary and...
"Boston, MA",Biostatisticians / Boston / Precision Medicine,    Invenia Resourcing,120000.0,
"Boston, MA",Clinical Laboratory Surveyor,        Commonwealth of Massachusetts,73570.5,"The mission of the Massachusetts Department of Public Health (DPH) is to prevent illness, injury, and premature death, to assure access to high quality public..."
"Cambridge, MA",Cognitive / AI Data Scientist,    AA Search,160000.0,"Master’s degree or Ph.D in Computer Science, Applied Statistics, Engineering, Mathematics, Physics or other qualitative discipline with specialization and..."
"Boston, MA 02108 (Back Bay-Beacon Hill area)",Data Scientist,    Corporate Consulting Services,140000.0,"Python, R, machine learning, natural language processing, business intelligence tools, online marketing analytics tools, advanced Microsoft Excel.• Expertise in..."
"Maynard, MA",Laboratory Technician I - Forensic Biology,        Commonwealth of Massachusetts,42421.5,
"Quincy, MA",E-mail Marketing Rockstar - Manager,    IntelyCare,70000.0,"Team player, comfortable working with design/UX, engineers, data scientists, and product managers. Create and execute test plans around subject lines, timing,..."
"Pittsburgh, PA",Laboratory Technician,        The University of Pittsburgh,30810.0,The main task will be to assist scientists conducting their experiments in cellular and molecular immunology. Procedures also include handling of nucleic acids...
"Philadelphia, PA",Program Manager - Data Analysis/Insider Threat,    Pamir Consulting,85000.0,"Serve as global subject matter expert for Intellectual Property & Trades Secret Protection event and data management system, and provide guidance and assistance..."
"Cherry Hill, NJ",Scientist,    HumanEdge,97500.0,"Utilize advanced chemical knowledge, data, modeling and statistical tools to solve technical challenges. This full-time position offers excellent benefits,..."
"Atlanta, GA",Laboratory Aide 3,        Georgia Department of Public Health,24000.0,"Under broad supervision, assists technicians and laboratory scientists with data or specimen collection and laboratory procedures...."
"Roswell, GA",Real Estate Research Analyst,    Jumpvine,55000.0,"Are you naturally organized and detailed oriented and enjoy solving problems?If the above sounds like you, then our client,a well-established claims management..."
"Creve Coeur, MO",Applied Statistician,"        Advance Services, Inc.",65000.0,"A solid knowledge base in applied statistics, data interrogation and modeling is required. Analyzes and interprets data from various sources...."
"St. Louis, MO",Data Scientist/Predictive Modeler -- Life/Health-7658,    S.C. International,125000.0,"Qualified candidates should possess an advanced skill set with some combination of SAS, R, Python, MATLAB, SQL, VBA, etc. Actuaries with prior experience in..."
"St. Louis, MO",Statistical Data Analyst - Pathology & Immunology,        Washington University in St. Louis,52566.5,SAS experience and proficiency with data analysis and/or data management. Performs data querying and management and/or data analysis for investigators using...
"St. Louis, MO","Director, Data Analysis",    The McManness Group,140000.0,"Develop and champion adoption of population health analytics programs, including affordability, quality and health outcomes...."
"St. Louis, MO",Clinical Research Data Analyst - Pediatrics Computing Facili...,        Washington University in St. Louis,61183.0,"Serves as a resource to provide faculty and clinical research staff with full-service comprehensive data query and analysis, using new or existing clinical..."
"St. Louis, MO",Clinical Informaticist I - Siteman Cancer Center,        Washington University in St. Louis,54963.5,"Requires a Bachelor's degree in computer science, informatics, or health science field and up to two years of related clinical or research experience...."
"St. Louis, MO",Staff Scientist - The Genome Institute,        Washington University in St. Louis,54095.5,"Development and implementation of flexible systems for storage and access of large phenotypic and genetic data sets, and extensive interaction with internal and..."
"St. Louis, MO",Staff Scientist - Radiology,        Washington University in St. Louis,52842.0,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Performs complex statistical analysis of data collected..."
"St. Louis, MO",Research Scientist I,        Washington University in St. Louis,54095.5,"Ability to analyze and interpret statistical data and to communicate data in a clear, concise manner. Conducts literature searches related to research project...."
"St. Louis, MO",Staff Scientist - Biochemistry & Molec Biophysic,        Washington University in St. Louis,54095.5,Performs complex statistical analysis of data collected and writes interpretative reports. Conducts literature searches related to research project....
"St. Louis, MO",Staff Scientist - Biochemistry & Molecular Biophysics,        Washington University in St. Louis,54095.5,"Ability to analyze and interpret experimental data and to communicate data in a clear, concise manner. Computer literacy including the ability to use a variety..."
"St. Louis, MO",Staff Scientist - Developmental Biology,        Washington University in St. Louis,52842.0,Performs complex statistical analysis of data collected and writes interpretative reports. Conducts literature searches related to research project....
"Berkeley, CA 94705",Sr Data Scientist/Solution Architect,    Redfish Technology,250000.0,"As a Solution Architect, you are responsible for leading a team consisting of highly skilled data engineers, data scientists, and/or data strategists to design..."
"Houston, TX","Sr Data Scientist (Hadoop) - Duluth, Georgia","    Horn Solutions, Inc.",105000.0,Clearly communicate the business and technical benefits of analytics and visualization to both business and technical audiences....
"Dallas, TX","Senior Analyst, Supply Chain Analytics",        Smith Hanley Associates,90000.0,"Senior Data Scientist. -Perform data mining and develop insights that will drive decision making. -Proficiency using big data tools (such as R, Python, Spark..."
"Seattle, WA",Software Engineer - Machine Learning,    NxT Level,117500.0,"MS or PhD degree in Computer Science, Artificial Intelligence, Machine Learning, or related technical field. Exceptional project management skills...."
"Seattle, WA",Software Development Engineer (Back End),    Laetus Recruitment,135000.0,
"Seattle, WA",Bioinformatics Analyst,    Lighthouse Recruiting,85000.0,
"Seattle, WA",Variant Scientist (Remote),    Lighthouse Recruiting,95000.0,We are currently seeking a Variant Scientist for an exciting opportunity to be part of a new molecular clinical laboratory that will be performing Next...
"Portland, OR",Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing",115000.0,"Use your current research and analysis skills to apply various statistical and machine learning techniques, to develop predictive models, experimental designs,..."
"Portland, OR","Data Scientist - Machine Learning, NLP",        WSI Nationwide,142500.0,"Our Data Scientists design, develop, and implement data-driven solutions using machine learning technologies and advanced statistical analyses...."
"Portland, OR",Post Doctoral Scholar,        Oregon Health & Science University,47484.0,Experience with data management. Oregon Health & Science University values a diverse and culturally competent workforce....
"Beaverton, OR 97006 (Triple Creek area)",Corporate Account Manager,    Acumen Executive Search,100000.0,"Account Management, Account Manager, Customer Service, OEM, BioTech, Medical device, sales, business development, CRM, Customer Support, sales forecasting,..."
"Portland, OR",Postdoctoral Fellow,        Oregon Health & Science University,43692.0,
"Portland, OR",Director Data Science,        WSI Nationwide,170000.0,"The selected Director of Data Science candidate will attract, build and lead a team of data scientists, Business Intelligence professionals, analysts and..."
"Denver, CO","SENIOR RESEARCH ANALYST, PORTALS",        Denver Public Schools,69673.0,"Facilitate data loading and validation of district data into portals. Work frequently includes writing queries to pull data, overseeing loading, validation, and..."
"Denver, CO 80216 (Northern Denver area)",Senior Statistical Researcher - Sheriff Department,        City and County of Denver,71671.5,"Performance of professional-level data analysis to evaluate trends and pattern-based, recurring and predictive analysis support...."
"Denver, CO 80204 (Central West Denver area)",SR RESEARCH ANALYST - 17096,        Denver Public Schools,69673.0,"Previous project management experience preferred. Support Research & Evaluation team with annual assessment releases, data requests, and development and..."
"Boulder, CO 80301",Postdoctoral Research Associate,    Space Science Institute,60000.0,
